date,trade,sell,buy
20160706,22,3,19
20160707,22,7,15
20160708,22,7,15
20160711,25,7,18
20160712,26,9,17
20160713,27,10,17
20160714,25,12,13
20160715,25,8,17
20160718,22,8,14
20160719,27,9,18
20160720,27,9,18
20160721,25,12,13
20160722,25,10,15
20160725,24,8,16
20160726,27,8,19
20160727,24,8,16
20160728,26,7,19
20160729,26,11,15
20160801,28,12,16
20160802,22,8,14
20160803,27,10,17
20160804,25,9,16
20160805,27,9,18
20160808,22,7,15
20160809,27,8,19
20160810,25,8,17
20160811,25,9,16
20160812,26,6,20
20160815,25,9,16
20160816,25,8,17
20160817,28,9,19
20160818,27,12,15
20160819,24,9,15
20160822,27,9,18
20160823,26,6,20
20160824,27,10,17
20160825,26,12,14
20160826,27,12,15
20160829,28,11,17
20160830,25,8,17
20160831,21,9,12
20160901,23,10,13
20160902,26,9,17
20160906,26,7,19
20160907,28,11,17
20160908,23,11,12
20160909,25,9,16
20160912,29,10,19
20160913,26,12,14
20160914,23,7,16
20160915,25,8,17
20160916,26,8,18
20160919,23,7,16
20160920,27,9,18
20160921,24,11,13
20160922,26,13,13
20160923,24,8,16
20160926,26,11,15
20160927,25,12,13
20160928,27,12,15
20160929,25,14,11
20160930,27,16,11
20161003,28,13,15
