date,trade,sell,buy
20180706,18,4,14
20180709,19,2,17
20180710,21,3,18
20180711,21,3,18
20180712,24,8,16
20180713,21,3,18
20180716,20,6,14
20180717,20,4,16
20180718,19,4,15
20180719,19,2,17
20180720,20,4,16
20180723,20,4,16
20180724,20,3,17
20180725,20,4,16
20180726,21,3,18
20180727,22,4,18
20180730,21,5,16
20180731,21,5,16
20180801,20,4,16
20180802,20,20,0
20180803,0,0,0
20180806,0,0,0
20180807,0,0,0
20180808,0,0,0
20180809,0,0,0
20180810,0,0,0
20180813,0,0,0
20180814,0,0,0
20180815,0,0,0
20180816,0,0,0
20180817,0,0,0
20180820,0,0,0
20180821,0,0,0
20180822,0,0,0
20180823,17,0,17
20180824,17,3,14
20180827,17,0,17
20180828,17,1,16
20180829,18,1,17
20180830,17,1,16
20180831,19,19,0
20180904,0,0,0
20180905,18,0,18
20180906,17,1,16
20180907,19,2,17
20180910,19,3,16
20180911,21,4,17
20180912,21,21,0
20180913,0,0,0
20180914,0,0,0
20180917,0,0,0
20180918,18,0,18
20180919,18,18,0
20180920,17,0,17
20180921,19,2,17
20180924,18,3,15
20180925,20,6,14
20180926,18,5,13
20180927,18,4,14
20180928,17,17,0
20181001,0,0,0
20181002,0,0,0
20181003,0,0,0
