date,trade,sell,buy
20180706,17,8,9
20180709,14,4,10
20180710,16,4,12
20180711,15,3,12
20180712,17,2,15
20180713,17,9,8
20180716,15,6,9
20180717,18,6,12
20180718,18,5,13
20180719,14,3,11
20180720,17,5,12
20180723,18,6,12
20180724,19,7,12
20180725,18,6,12
20180726,18,6,12
20180727,17,5,12
20180730,20,7,13
20180731,18,4,14
20180801,19,6,13
20180802,19,19,0
20180803,0,0,0
20180806,0,0,0
20180807,0,0,0
20180808,0,0,0
20180809,0,0,0
20180810,0,0,0
20180813,0,0,0
20180814,0,0,0
20180815,0,0,0
20180816,0,0,0
20180817,0,0,0
20180820,0,0,0
20180821,0,0,0
20180822,0,0,0
20180823,15,0,15
20180824,13,3,10
20180827,19,4,15
20180828,18,4,14
20180829,18,4,14
20180830,15,6,9
20180831,18,18,0
20180904,0,0,0
20180905,12,0,12
20180906,18,1,17
20180907,18,4,14
20180910,17,6,11
20180911,15,6,9
20180912,19,19,0
20180913,0,0,0
20180914,0,0,0
20180917,0,0,0
20180918,12,0,12
20180919,12,12,0
20180920,10,0,10
20180921,12,2,10
20180924,17,2,15
20180925,18,6,12
20180926,15,3,12
20180927,15,5,10
20180928,19,19,0
20181001,0,0,0
20181002,0,0,0
20181003,0,0,0
