date,trade,sell,buy
20170104,26,14,12
20170105,25,14,11
20170106,27,12,15
20170109,25,16,9
20170110,23,13,10
20170111,25,16,9
20170112,19,14,5
20170113,26,14,12
20170117,25,13,12
20170118,26,16,10
20170119,23,12,11
20170120,25,14,11
20170123,27,16,11
20170124,27,17,10
20170125,24,14,10
20170126,23,14,9
20170127,26,13,13
20170130,24,14,10
20170131,25,11,14
20170201,25,10,15
20170202,24,13,11
20170203,25,10,15
20170206,24,14,10
20170207,24,13,11
20170208,26,16,10
20170209,24,10,14
20170210,26,15,11
20170213,23,13,10
20170214,28,13,15
20170215,23,11,12
20170216,23,10,13
20170217,21,8,13
20170221,27,13,14
20170222,25,10,15
20170223,26,13,13
20170224,27,15,12
20170227,28,15,13
20170228,25,9,16
20170301,23,9,14
20170302,24,14,10
20170303,23,11,12
20170306,19,12,7
20170307,21,9,12
20170308,26,9,17
20170309,17,8,9
20170310,22,11,11
20170313,20,9,11
20170314,24,11,13
20170315,28,11,17
20170316,24,12,12
20170317,22,11,11
20170320,22,10,12
20170321,21,10,11
20170322,21,11,10
20170323,23,12,11
20170324,20,12,8
20170327,21,8,13
20170328,23,12,11
20170329,21,9,12
20170330,22,11,11
20170331,25,11,14
20170403,22,11,11
20170404,26,10,16
