date,trade,sell,buy
20161004,19,10,9
20161005,25,13,12
20161006,24,9,15
20161007,25,8,17
20161010,23,10,13
20161011,22,10,12
20161012,25,11,14
20161013,24,11,13
20161014,23,12,11
20161017,26,14,12
20161018,20,11,9
20161019,23,9,14
20161020,23,13,10
20161021,25,15,10
20161024,24,10,14
20161025,22,8,14
20161026,23,11,12
20161027,27,13,14
20161028,21,10,11
20161031,25,16,9
20161101,25,9,16
20161102,26,8,18
20161103,25,9,16
20161104,23,8,15
20161107,23,10,13
20161108,24,10,14
20161109,23,6,17
20161110,25,13,12
20161111,23,9,14
20161114,24,12,12
20161115,24,13,11
20161116,25,11,14
20161117,22,6,16
20161118,21,11,10
20161121,22,9,13
20161122,24,15,9
20161123,25,13,12
20161125,18,7,11
20161128,18,8,10
20161129,27,11,16
20161130,23,9,14
20161201,23,11,12
20161202,22,8,14
20161205,23,8,15
20161206,24,9,15
20161207,21,10,11
20161208,22,9,13
20161209,25,7,18
20161212,24,11,13
20161213,21,7,14
20161214,25,11,14
20161215,22,10,12
20161216,25,10,15
20161219,24,8,16
20161220,24,9,15
20161221,24,11,13
20161222,20,10,10
20161223,23,11,12
20161227,23,8,15
20161228,19,8,11
20161229,24,13,11
20161230,20,7,13
20170103,18,8,10
