date,trade,sell,buy
20170104,23,11,12
20170105,21,9,12
20170106,24,12,12
20170109,22,9,13
20170110,22,10,12
20170111,26,9,17
20170112,24,8,16
20170113,22,9,13
20170117,22,7,15
20170118,22,10,12
20170119,24,14,10
20170120,23,13,10
20170123,22,9,13
20170124,24,12,12
20170125,23,11,12
20170126,25,13,12
20170127,22,11,11
20170130,26,12,14
20170131,23,9,14
20170201,21,7,14
20170202,24,8,16
20170203,20,9,11
20170206,24,8,16
20170207,23,11,12
20170208,20,4,16
20170209,20,6,14
20170210,19,10,9
20170213,20,8,12
20170214,19,5,14
20170215,20,12,8
20170216,22,8,14
20170217,22,10,12
20170221,22,11,11
20170222,23,7,16
20170223,24,8,16
20170224,21,8,13
20170227,25,12,13
20170228,22,9,13
20170301,22,8,14
20170302,22,9,13
20170303,23,9,14
20170306,21,11,10
20170307,20,5,15
20170308,19,9,10
20170309,26,9,17
20170310,23,11,12
20170313,24,13,11
20170314,24,16,8
20170315,24,12,12
20170316,24,12,12
20170317,22,13,9
20170320,21,7,14
20170321,17,7,10
20170322,21,11,10
20170323,21,10,11
20170324,22,9,13
20170327,23,8,15
20170328,23,12,11
20170329,21,15,6
20170330,22,11,11
20170331,16,6,10
20170403,19,8,11
20170404,20,7,13
