date,trade,sell,buy
20190107,18,0,18
20190108,21,2,19
20190109,21,1,20
20190110,20,3,17
20190111,19,3,16
20190114,19,3,16
20190115,19,2,17
20190116,19,4,15
20190117,19,4,15
20190118,20,5,15
20190122,20,5,15
20190123,20,4,16
20190124,19,6,13
20190125,19,5,14
20190128,19,3,16
20190129,20,4,16
20190130,20,4,16
20190131,21,4,17
20190201,20,5,15
20190204,22,10,12
20190205,22,10,12
20190206,22,10,12
20190207,22,11,11
20190208,20,8,12
20190211,22,11,11
20190212,23,10,13
20190213,24,12,12
20190214,22,10,12
20190215,21,6,15
20190219,22,9,13
20190220,19,5,14
20190221,19,3,16
20190222,20,6,14
20190225,20,6,14
20190226,21,6,15
20190227,18,5,13
20190228,22,9,13
20190301,21,8,13
20190304,21,7,14
20190305,20,6,14
20190306,21,6,15
20190307,19,5,14
20190308,23,7,16
20190311,25,9,16
20190312,22,9,13
20190313,20,6,14
20190314,17,3,14
20190315,19,3,16
20190318,17,1,16
20190319,17,1,16
20190320,18,4,14
20190321,19,3,16
20190322,19,4,15
20190325,21,5,16
20190326,19,4,15
20190327,19,6,13
20190328,20,5,15
20190329,20,1,19
20190401,20,4,16
20190402,20,5,15
20190403,22,22,0
20190404,0,0,0
20190405,0,0,0
