date,trade,sell,buy
20160406,19,8,11
20160407,23,12,11
20160408,23,11,12
20160411,24,11,13
20160412,22,16,6
20160413,23,12,11
20160414,23,10,13
20160415,22,11,11
20160418,20,9,11
20160419,23,11,12
20160420,21,10,11
20160421,21,7,14
20160422,22,10,12
20160425,20,8,12
20160426,19,10,9
20160427,22,8,14
20160428,20,6,14
20160429,21,10,11
20160502,21,8,13
20160503,21,8,13
20160504,21,8,13
20160505,19,8,11
20160506,21,7,14
20160509,21,8,13
20160510,23,10,13
20160511,24,11,13
20160512,21,9,12
20160513,22,9,13
20160516,18,9,9
20160517,19,5,14
20160518,20,3,17
20160519,18,10,8
20160520,18,10,8
20160523,17,5,12
20160524,17,4,13
20160525,18,7,11
20160526,18,9,9
20160527,19,9,10
20160531,18,9,9
20160601,15,6,9
20160602,20,6,14
20160603,18,8,10
20160606,21,6,15
20160607,19,9,10
20160608,14,5,9
20160609,18,5,13
20160610,19,2,17
20160613,16,4,12
20160614,18,6,12
20160615,17,10,7
20160616,18,9,9
20160617,18,4,14
20160620,17,7,10
20160621,19,9,10
20160622,18,6,12
20160623,20,7,13
20160624,18,6,12
20160627,19,8,11
20160628,16,7,9
20160629,17,5,12
20160630,19,7,12
20160701,19,6,13
20160705,18,8,10
