date,trade,sell,buy
20190107,20,0,20
20190108,20,1,19
20190109,22,5,17
20190110,18,5,13
20190111,20,5,15
20190114,20,5,15
20190115,19,6,13
20190116,19,4,15
20190117,19,8,11
20190118,16,3,13
20190122,20,2,18
20190123,16,4,12
20190124,19,8,11
20190125,20,5,15
20190128,19,7,12
20190129,19,3,16
20190130,21,3,18
20190131,17,5,12
20190201,19,6,13
20190204,18,5,13
20190205,18,3,15
20190206,19,6,13
20190207,21,5,16
20190208,21,8,13
20190211,17,4,13
20190212,20,9,11
20190213,18,5,13
20190214,18,5,13
20190215,16,1,15
20190219,19,3,16
20190220,19,3,16
20190221,21,5,16
20190222,17,5,12
20190225,19,4,15
20190226,18,4,14
20190227,17,4,13
20190228,17,5,12
20190301,14,2,12
20190304,20,4,16
20190305,20,8,12
20190306,22,7,15
20190307,20,3,17
20190308,19,5,14
20190311,18,4,14
20190312,21,7,14
20190313,20,5,15
20190314,19,5,14
20190315,17,5,12
20190318,24,7,17
20190319,20,5,15
20190320,21,3,18
20190321,20,7,13
20190322,20,2,18
20190325,20,4,16
20190326,19,6,13
20190327,18,2,16
20190328,19,3,16
20190329,22,5,17
20190401,20,7,13
20190402,21,6,15
20190403,22,22,0
20190404,0,0,0
20190405,0,0,0
