date,trade,sell,buy
20170414,24,12,12
20170417,27,11,16
20170418,23,8,15
20170419,23,10,13
20170420,26,10,16
20170421,24,9,15
20170424,22,8,14
20170425,24,9,15
20170426,23,11,12
20170427,24,11,13
20170428,23,9,14
20170502,20,8,12
20170504,24,9,15
20170508,21,9,12
20170510,23,9,14
20170511,23,10,13
20170512,20,10,10
20170515,23,8,15
20170516,25,9,16
20170517,23,9,14
20170518,22,9,13
20170519,23,7,16
20170522,21,9,12
20170523,24,10,14
20170524,25,10,15
20170525,21,8,13
20170526,21,7,14
20170529,22,7,15
20170530,25,7,18
20170531,24,8,16
20170601,24,8,16
20170602,23,9,14
20170605,19,7,12
20170607,23,7,16
20170608,22,6,16
20170609,21,8,13
20170612,23,12,11
20170613,21,6,15
20170614,19,8,11
20170615,23,6,17
20170616,22,8,14
20170619,22,9,13
20170620,20,5,15
20170621,24,6,18
20170622,22,6,16
20170623,20,6,14
20170626,23,8,15
20170627,23,8,15
20170628,23,7,16
20170629,20,6,14
20170630,21,6,15
20170703,22,7,15
20170704,22,7,15
20170705,21,7,14
20170706,21,6,15
20170707,20,7,13
20170710,21,6,15
20170711,21,7,14
20170712,23,8,15
20170713,18,6,12
20170714,23,9,14
20170717,22,7,15
