date,trade,sell,buy
20170719,23,9,14
20170720,24,14,10
20170721,22,8,14
20170724,21,9,12
20170725,19,8,11
20170726,20,8,12
20170727,22,10,12
20170728,24,11,13
20170731,23,10,13
20170801,24,10,14
20170802,21,7,14
20170803,22,7,15
20170804,22,11,11
20170807,22,9,13
20170808,24,9,15
20170809,24,11,13
20170810,22,9,13
20170811,21,5,16
20170814,19,6,13
20170816,18,9,9
20170817,19,10,9
20170818,18,6,12
20170821,18,4,14
20170822,21,8,13
20170823,21,7,14
20170824,20,8,12
20170825,22,5,17
20170828,24,8,16
20170829,20,7,13
20170830,19,7,12
20170831,20,6,14
20170901,21,8,13
20170904,24,8,16
20170905,26,7,19
20170906,23,10,13
20170907,21,10,11
20170908,22,7,15
20170911,24,9,15
20170912,22,10,12
20170913,25,8,17
20170914,23,9,14
20170915,24,9,15
20170918,21,8,13
20170919,24,9,15
20170920,21,11,10
20170921,22,7,15
20170922,18,7,11
20170925,23,8,15
20170926,21,7,14
20170927,23,9,14
20170928,23,14,9
20170929,22,8,14
20171010,23,8,15
20171011,24,14,10
20171012,20,10,10
20171013,21,8,13
20171016,20,5,15
20171017,22,9,13
20171018,22,11,11
20171019,17,5,12
20171020,18,8,10
20171023,21,8,13
