date,trade,sell,buy
20180427,21,8,13
20180430,26,8,18
20180502,26,11,15
20180503,25,9,16
20180504,23,8,15
20180508,21,7,14
20180509,26,10,16
20180510,21,9,12
20180511,26,13,13
20180514,28,9,19
20180515,26,17,9
20180516,23,9,14
20180517,22,8,14
20180518,23,7,16
20180521,24,5,19
20180523,25,7,18
20180524,27,27,0
20180525,0,0,0
20180528,14,0,14
20180529,20,4,16
20180530,20,20,0
20180531,0,0,0
20180601,16,0,16
20180604,17,5,12
20180605,20,4,16
20180607,20,3,17
20180608,22,6,16
20180611,21,8,13
20180612,20,5,15
20180614,17,5,12
20180615,18,2,16
20180618,20,20,0
20180619,15,0,15
20180620,16,4,12
20180621,16,16,0
20180622,0,0,0
20180625,0,0,0
20180626,0,0,0
20180627,13,0,13
20180628,18,1,17
20180629,22,4,18
20180702,23,5,18
20180703,17,4,13
20180704,21,6,15
20180705,23,8,15
20180706,19,4,15
20180709,23,4,19
20180710,25,25,0
20180711,15,0,15
20180712,19,2,17
20180713,18,5,13
20180716,21,3,18
20180717,22,22,0
20180718,14,0,14
20180719,19,2,17
20180720,16,2,14
20180723,17,3,14
20180724,21,9,12
20180725,21,2,19
20180726,20,4,16
20180727,18,4,14
20180730,22,4,18
