date,trade,sell,buy
20160712,23,8,15
20160713,25,9,16
20160714,26,10,16
20160715,23,9,14
20160718,22,8,14
20160719,23,9,14
20160720,23,7,16
20160721,24,6,18
20160722,24,6,18
20160725,20,6,14
20160726,23,7,16
20160727,22,7,15
20160728,19,5,14
20160729,22,8,14
20160801,22,10,12
20160802,21,9,12
20160803,22,10,12
20160804,21,11,10
20160805,24,11,13
20160808,24,11,13
20160809,24,10,14
20160810,20,11,9
20160811,24,12,12
20160812,21,12,9
20160816,21,9,12
20160817,23,8,15
20160818,22,9,13
20160819,22,9,13
20160822,24,11,13
20160823,24,8,16
20160824,24,7,17
20160825,24,9,15
20160826,22,4,18
20160829,21,4,17
20160830,20,6,14
20160831,22,7,15
20160901,23,6,17
20160902,19,7,12
20160905,19,3,16
20160906,17,5,12
20160907,16,5,11
20160908,19,7,12
20160909,20,5,15
20160912,19,5,14
20160913,17,4,13
20160919,20,3,17
20160920,22,3,19
20160921,20,5,15
20160922,22,4,18
20160923,20,4,16
20160926,18,3,15
20160927,17,2,15
20160928,20,5,15
20160929,22,5,17
20160930,19,3,16
20161004,20,5,15
20161005,19,3,16
20161006,20,6,14
20161007,20,4,16
20161010,17,3,14
20161011,17,5,12
20161012,18,6,12
