date,trade,sell,buy
20161014,26,10,16
20161017,26,9,17
20161018,26,9,17
20161019,27,11,16
20161020,26,10,16
20161021,27,10,17
20161024,26,9,17
20161025,26,9,17
20161026,23,8,15
20161027,25,8,17
20161028,23,7,16
20161031,25,7,18
20161101,24,6,18
20161102,23,6,17
20161103,23,6,17
20161104,23,4,19
20161107,24,6,18
20161108,23,6,17
20161109,23,5,18
20161110,24,7,17
20161111,23,10,13
20161114,22,7,15
20161115,24,9,15
20161116,23,10,13
20161117,22,9,13
20161118,22,10,12
20161121,21,8,13
20161122,22,9,13
20161123,24,9,15
20161124,22,8,14
20161125,22,8,14
20161128,22,9,13
20161129,24,9,15
20161130,22,9,13
20161201,22,11,11
20161202,20,7,13
20161205,19,5,14
20161206,18,5,13
20161207,21,6,15
20161208,23,4,19
20161209,21,8,13
20161212,22,10,12
20161213,20,9,11
20161214,21,9,12
20161215,21,12,9
20161216,22,11,11
20161219,20,10,10
20161220,22,10,12
20161221,21,10,11
20161222,22,9,13
20161223,21,10,11
20161226,21,6,15
20161227,20,6,14
20161228,20,6,14
20161229,21,8,13
20170102,20,7,13
20170103,20,8,12
20170104,21,9,12
20170105,19,7,12
20170106,21,6,15
20170109,21,8,13
20170110,21,5,16
