date,trade,sell,buy
20160706,26,15,11
20160707,27,16,11
20160708,26,11,15
20160711,25,12,13
20160712,22,9,13
20160713,23,13,10
20160714,23,12,11
20160715,24,10,14
20160718,25,17,8
20160719,25,11,14
20160720,23,9,14
20160721,24,10,14
20160722,25,11,14
20160725,25,10,15
20160726,21,8,13
20160727,20,6,14
20160728,24,13,11
20160729,21,12,9
20160801,21,10,11
20160802,24,12,12
20160803,20,9,11
20160804,23,10,13
20160805,22,10,12
20160808,25,12,13
20160809,23,8,15
20160810,24,12,12
20160811,20,11,9
20160812,22,10,12
20160815,23,12,11
20160816,24,8,16
20160817,23,13,10
20160818,19,8,11
20160819,22,12,10
20160822,21,10,11
20160823,19,8,11
20160824,23,13,10
20160825,19,9,10
20160826,22,11,11
20160829,23,9,14
20160830,18,8,10
20160831,22,9,13
20160901,21,10,11
20160902,17,8,9
20160906,23,10,13
20160907,23,13,10
20160908,24,9,15
20160909,23,14,9
20160912,20,8,12
20160913,23,10,13
20160914,19,10,9
20160915,24,11,13
20160916,19,7,12
20160919,20,8,12
20160920,23,7,16
20160921,24,13,11
20160922,23,15,8
20160923,21,11,10
20160926,18,7,11
20160927,20,8,12
20160928,23,10,13
20160929,19,8,11
20160930,22,10,12
20161003,23,12,11
