date,trade,sell,buy
20170104,27,9,18
20170105,27,9,18
20170106,28,12,16
20170109,27,12,15
20170110,28,12,16
20170111,26,11,15
20170112,25,9,16
20170113,26,12,14
20170117,25,11,14
20170118,23,6,17
20170119,25,8,17
20170120,25,11,14
20170123,24,9,15
20170124,24,8,16
20170125,26,9,17
20170126,24,8,16
20170127,27,11,16
20170130,26,10,16
20170131,23,8,15
20170201,26,9,17
20170202,26,11,15
20170203,23,7,16
20170206,21,4,17
20170207,22,3,19
20170208,22,4,18
20170209,21,4,17
20170210,21,6,15
20170213,23,9,14
20170214,21,9,12
20170215,20,8,12
20170216,20,8,12
20170217,20,8,12
20170221,22,8,14
20170222,22,10,12
20170223,22,10,12
20170224,21,8,13
20170227,21,8,13
20170228,20,7,13
20170301,20,7,13
20170302,22,9,13
20170303,20,5,15
20170306,20,8,12
20170307,20,7,13
20170308,20,8,12
20170309,20,7,13
20170310,21,7,14
20170313,21,6,15
20170314,21,8,13
20170315,21,8,13
20170316,22,8,14
20170317,21,7,14
20170320,23,8,15
20170321,22,8,14
20170322,23,8,15
20170323,21,8,13
20170324,23,10,13
20170327,22,7,15
20170328,20,6,14
20170329,21,7,14
20170330,22,4,18
20170331,22,3,19
20170403,20,3,17
20170404,20,2,18
