date,trade,sell,buy
20170405,26,13,13
20170406,28,13,15
20170407,25,14,11
20170410,26,13,13
20170411,26,14,12
20170412,26,12,14
20170413,25,12,13
20170417,26,9,17
20170418,25,11,14
20170419,24,11,13
20170420,25,10,15
20170421,26,12,14
20170424,26,12,14
20170425,24,10,14
20170426,26,8,18
20170427,25,8,17
20170428,26,9,17
20170501,25,9,16
20170502,26,26,0
20170503,19,0,19
20170504,19,3,16
20170505,20,1,19
20170508,20,2,18
20170509,20,20,0
20170510,0,0,0
20170511,0,0,0
20170512,19,0,19
20170515,19,19,0
20170516,0,0,0
20170517,0,0,0
20170518,0,0,0
20170519,0,0,0
20170522,0,0,0
20170523,16,0,16
20170524,15,0,15
20170525,17,17,0
20170526,16,0,16
20170530,17,1,16
20170531,17,1,16
20170601,18,2,16
20170602,18,2,16
20170605,17,1,16
20170606,17,1,16
20170607,18,3,15
20170608,17,2,15
20170609,18,2,16
20170612,17,3,14
20170613,18,7,11
20170614,17,7,10
20170615,16,7,9
20170616,16,6,10
20170619,16,5,11
20170620,15,4,11
20170621,18,5,13
20170622,17,3,14
20170623,18,4,14
20170626,15,2,13
20170627,17,3,14
20170628,17,3,14
20170629,18,5,13
20170630,18,5,13
20170703,17,5,12
20170705,19,10,9
