date,trade,sell,buy
20171004,24,8,16
20171005,24,11,13
20171006,25,10,15
20171009,25,9,16
20171010,24,8,16
20171011,21,5,16
20171012,23,7,16
20171013,21,7,14
20171016,24,7,17
20171017,24,8,16
20171018,23,5,18
20171019,25,6,19
20171020,24,5,19
20171023,25,10,15
20171024,23,7,16
20171025,23,5,18
20171026,22,3,19
20171027,22,3,19
20171030,20,3,17
20171031,21,2,19
20171101,20,2,18
20171102,21,5,16
20171103,21,2,19
20171106,20,2,18
20171107,21,5,16
20171108,22,4,18
20171109,21,5,16
20171110,20,5,15
20171113,21,6,15
20171114,20,6,14
20171115,21,7,14
20171116,20,7,13
20171117,21,9,12
20171120,24,8,16
20171121,24,7,17
20171122,24,6,18
20171124,23,7,16
20171127,24,11,13
20171128,24,10,14
20171129,23,7,16
20171130,23,11,12
20171201,24,9,15
20171204,24,10,14
20171205,25,6,19
20171206,24,5,19
20171207,22,5,17
20171208,24,7,17
20171211,24,9,15
20171212,22,9,13
20171213,21,10,11
20171214,19,8,11
20171215,21,5,16
20171218,21,7,14
20171219,20,6,14
20171220,20,6,14
20171221,18,4,14
20171222,19,10,9
20171226,18,6,12
20171227,21,9,12
20171228,22,9,13
20171229,19,6,13
20180102,23,6,17
20180103,22,8,14
