date,trade,sell,buy
20190107,16,0,16
20190108,18,3,15
20190109,16,2,14
20190110,18,1,17
20190111,17,0,17
20190114,15,1,14
20190115,18,3,15
20190116,18,2,16
20190117,21,1,20
20190118,20,0,20
20190122,20,1,19
20190123,20,2,18
20190124,21,2,19
20190125,20,2,18
20190128,22,5,17
20190129,21,2,19
20190130,21,6,15
20190131,22,6,16
20190201,20,6,14
20190204,23,9,14
20190205,22,11,11
20190206,22,9,13
20190207,22,9,13
20190208,20,9,11
20190211,24,10,14
20190212,24,9,15
20190213,24,10,14
20190214,23,9,14
20190215,22,9,13
20190219,21,9,12
20190220,22,11,11
20190221,20,10,10
20190222,19,3,16
20190225,19,3,16
20190226,18,3,15
20190227,18,5,13
20190228,20,6,14
20190301,19,6,13
20190304,19,7,12
20190305,19,8,11
20190306,18,8,10
20190307,17,7,10
20190308,18,8,10
20190311,20,7,13
20190312,20,8,12
20190313,20,7,13
20190314,18,6,12
20190315,19,7,12
20190318,19,8,11
20190319,18,8,10
20190320,20,8,12
20190321,21,8,13
20190322,22,9,13
20190325,21,8,13
20190326,22,5,17
20190327,22,6,16
20190328,20,7,13
20190329,24,11,13
20190401,22,10,12
20190402,23,11,12
20190403,23,23,0
20190404,0,0,0
20190405,0,0,0
