date,trade,sell,buy
20160406,18,6,12
20160407,19,4,15
20160408,23,12,11
20160411,22,10,12
20160412,21,9,12
20160413,22,11,11
20160414,25,12,13
20160415,22,8,14
20160418,22,9,13
20160419,23,9,14
20160420,19,8,11
20160421,20,8,12
20160422,23,13,10
20160425,20,7,13
20160426,21,9,12
20160427,25,11,14
20160428,22,9,13
20160429,21,12,9
20160502,19,5,14
20160503,23,11,12
20160504,23,6,17
20160505,23,10,13
20160506,25,8,17
20160509,19,9,10
20160510,23,12,11
20160511,22,8,14
20160512,22,11,11
20160513,21,7,14
20160516,22,10,12
20160517,25,12,13
20160518,23,9,14
20160519,19,8,11
20160520,22,8,14
20160523,20,9,11
20160524,20,7,13
20160525,25,14,11
20160526,21,8,13
20160527,23,9,14
20160531,21,13,8
20160601,21,8,13
20160602,19,8,11
20160603,23,11,12
20160606,24,10,14
20160607,21,11,10
20160608,23,9,14
20160609,22,7,15
20160610,20,12,8
20160613,23,11,12
20160614,22,10,12
20160615,21,12,9
20160616,21,8,13
20160617,22,8,14
20160620,19,9,10
20160621,23,8,15
20160622,24,9,15
20160623,19,10,9
20160624,19,7,12
20160627,19,6,13
20160628,22,10,12
20160629,20,6,14
20160630,20,9,11
20160701,20,7,13
20160705,24,13,11
