date,trade,sell,buy
20180706,20,11,9
20180709,13,2,11
20180710,15,2,13
20180711,15,1,14
20180712,12,1,11
20180713,16,4,12
20180716,12,0,12
20180717,15,2,13
20180718,17,3,14
20180719,16,4,12
20180720,15,3,12
20180723,17,3,14
20180724,18,1,17
20180725,17,3,14
20180726,18,5,13
20180727,22,6,16
20180730,23,9,14
20180731,21,10,11
20180801,21,11,10
20180802,19,19,0
20180803,0,0,0
20180806,0,0,0
20180807,0,0,0
20180808,0,0,0
20180809,0,0,0
20180810,0,0,0
20180813,0,0,0
20180814,0,0,0
20180815,0,0,0
20180816,0,0,0
20180817,0,0,0
20180820,0,0,0
20180821,0,0,0
20180822,0,0,0
20180823,12,0,12
20180824,19,6,13
20180827,17,3,14
20180828,14,2,12
20180829,16,3,13
20180830,16,2,14
20180831,15,15,0
20180904,0,0,0
20180905,9,0,9
20180906,10,0,10
20180907,13,2,11
20180910,13,0,13
20180911,16,4,12
20180912,15,15,0
20180913,0,0,0
20180914,0,0,0
20180917,0,0,0
20180918,13,0,13
20180919,13,13,0
20180920,12,0,12
20180921,15,0,15
20180924,17,3,14
20180925,15,2,13
20180926,21,6,15
20180927,20,7,13
20180928,20,20,0
20181001,0,0,0
20181002,0,0,0
20181003,0,0,0
