date,trade,sell,buy
20181106,22,10,12
20181107,23,11,12
20181108,23,11,12
20181109,22,11,11
20181112,21,8,13
20181113,22,12,10
20181114,23,12,11
20181115,20,12,8
20181116,22,9,13
20181119,23,13,10
20181120,24,15,9
20181121,23,10,13
20181122,21,11,10
20181123,23,12,11
20181126,23,12,11
20181127,22,13,9
20181128,23,13,10
20181129,22,11,11
20181130,22,8,14
20181203,21,14,7
20181204,19,12,7
20181205,20,14,6
20181206,24,9,15
20181207,23,13,10
20181210,22,15,7
20181211,20,10,10
20181212,17,10,7
20181213,19,8,11
20181214,22,8,14
20181217,23,11,12
20181218,20,12,8
20181219,19,8,11
20181220,20,10,10
20181221,21,13,8
20181224,19,9,10
20181226,20,7,13
20181227,20,8,12
20181228,21,10,11
20190102,19,10,9
20190103,19,7,12
20190104,23,15,8
20190107,20,12,8
20190108,20,11,9
20190109,22,13,9
20190110,20,6,14
20190111,22,12,10
20190114,21,8,13
20190115,20,12,8
20190116,21,10,11
20190117,21,9,12
20190118,20,9,11
20190121,21,12,9
20190122,21,10,11
20190123,22,12,10
20190124,23,9,14
20190125,22,12,10
20190128,17,5,12
20190129,19,6,13
20190130,16,6,10
20190131,16,5,11
20190201,18,7,11
20190207,23,12,11
