date,trade,sell,buy
20170414,21,12,9
20170417,25,10,15
20170418,25,15,10
20170419,25,9,16
20170420,24,15,9
20170421,28,9,19
20170424,27,17,10
20170425,27,9,18
20170426,24,14,10
20170427,26,9,17
20170428,24,17,7
20170502,28,12,16
20170504,23,7,16
20170508,24,14,10
20170510,25,11,14
20170511,25,17,8
20170512,27,10,17
20170515,27,17,10
20170516,24,9,15
20170517,26,19,7
20170518,26,11,15
20170519,22,9,13
20170522,26,18,8
20170523,24,8,16
20170524,27,18,9
20170525,28,12,16
20170526,26,11,15
20170529,26,18,8
20170530,26,11,15
20170531,26,11,15
20170601,25,17,8
20170602,26,8,18
20170605,22,10,12
20170607,25,17,8
20170608,26,11,15
20170609,28,10,18
20170612,27,16,11
20170613,28,8,20
20170614,25,17,8
20170615,29,9,20
20170616,27,18,9
20170619,27,12,15
20170620,25,12,13
20170621,22,9,13
20170622,27,10,17
20170623,28,20,8
20170626,26,11,15
20170627,26,10,16
20170628,27,10,17
20170629,28,19,9
20170630,27,9,18
20170703,25,8,17
20170704,28,18,10
20170705,29,13,16
20170706,27,6,21
20170707,27,18,9
20170710,29,10,19
20170711,28,20,8
20170712,26,10,16
20170713,27,8,19
20170714,26,17,9
20170717,26,10,16
