date,trade,sell,buy
20170112,24,8,16
20170113,23,8,15
20170116,23,9,14
20170117,26,10,16
20170118,26,9,17
20170119,26,8,18
20170120,25,8,17
20170123,24,6,18
20170124,25,12,13
20170125,27,10,17
20170126,25,8,17
20170131,27,10,17
20170201,26,7,19
20170202,25,7,18
20170203,26,7,19
20170206,26,8,18
20170207,24,8,16
20170208,22,8,14
20170209,22,6,16
20170210,22,5,17
20170213,23,11,12
20170214,24,13,11
20170215,21,11,10
20170216,23,13,10
20170217,23,13,10
20170220,23,13,10
20170221,22,11,11
20170222,22,8,14
20170223,22,9,13
20170224,22,10,12
20170227,21,9,12
20170228,25,9,16
20170302,23,11,12
20170303,24,11,13
20170306,23,11,12
20170307,23,9,14
20170308,19,7,12
20170309,19,7,12
20170310,20,7,13
20170313,20,8,12
20170314,18,6,12
20170315,18,5,13
20170316,20,11,9
20170317,20,7,13
20170320,20,7,13
20170321,19,6,13
20170322,21,5,16
20170323,21,8,13
20170324,20,8,12
20170327,20,9,11
20170328,22,8,14
20170329,22,6,16
20170330,22,6,16
20170331,22,8,14
20170403,19,8,11
20170404,22,8,14
20170405,23,7,16
20170406,20,7,13
20170407,23,8,15
20170410,22,8,14
20170411,22,9,13
20170412,22,10,12
