date,trade,sell,buy
20170719,28,11,17
20170720,28,12,16
20170721,26,12,14
20170724,26,9,17
20170725,25,8,17
20170726,25,10,15
20170727,25,9,16
20170728,26,8,18
20170731,22,7,15
20170801,23,7,16
20170802,25,7,18
20170803,22,7,15
20170804,24,8,16
20170807,24,7,17
20170808,25,8,17
20170809,25,8,17
20170810,25,8,17
20170811,24,7,17
20170814,23,7,16
20170816,25,7,18
20170817,23,8,15
20170818,25,7,18
20170821,23,5,18
20170822,25,6,19
20170823,23,8,15
20170824,26,6,20
20170825,25,9,16
20170828,24,5,19
20170829,24,6,18
20170830,24,5,19
20170831,24,5,19
20170901,23,4,19
20170904,24,5,19
20170905,23,5,18
20170906,22,5,17
20170907,24,6,18
20170908,23,7,16
20170911,23,6,17
20170912,22,7,15
20170913,22,7,15
20170914,22,7,15
20170915,23,7,16
20170918,21,8,13
20170919,23,9,14
20170920,23,8,15
20170921,22,8,14
20170922,22,7,15
20170925,21,6,15
20170926,23,8,15
20170927,23,6,17
20170928,22,8,14
20170929,21,9,12
20171010,22,6,16
20171011,21,5,16
20171012,22,4,18
20171013,20,6,14
20171016,21,5,16
20171017,22,6,16
20171018,21,5,16
20171019,16,4,12
20171020,22,6,16
20171023,20,5,15
