date,trade,sell,buy
20170719,28,13,15
20170720,28,13,15
20170721,28,13,15
20170724,27,12,15
20170725,28,13,15
20170726,26,11,15
20170727,27,14,13
20170728,26,12,14
20170731,27,12,15
20170801,25,11,14
20170802,26,12,14
20170803,25,13,12
20170804,25,9,16
20170807,26,12,14
20170808,26,9,17
20170809,28,10,18
20170810,25,11,14
20170811,28,8,20
20170814,25,7,18
20170816,28,8,20
20170817,27,9,18
20170818,28,7,21
20170821,25,10,15
20170822,26,6,20
20170823,26,10,16
20170824,24,9,15
20170825,25,8,17
20170828,26,9,17
20170829,25,7,18
20170830,27,9,18
20170831,26,8,18
20170901,26,8,18
20170904,25,9,16
20170905,27,10,17
20170906,24,8,16
20170907,23,7,16
20170908,22,7,15
20170911,25,10,15
20170912,25,9,16
20170913,25,9,16
20170914,24,9,15
20170915,22,9,13
20170918,26,12,14
20170919,26,13,13
20170920,27,11,16
20170921,27,11,16
20170922,26,11,15
20170925,25,9,16
20170926,27,14,13
20170927,27,13,14
20170928,29,13,16
20170929,27,12,15
20171010,26,14,12
20171011,25,14,11
20171012,27,17,10
20171013,21,11,10
20171016,24,14,10
20171017,23,12,11
20171018,24,15,9
20171019,23,13,10
20171020,22,9,13
20171023,22,8,14
