date,trade,sell,buy
20170112,23,12,11
20170113,23,11,12
20170116,22,14,8
20170117,18,12,6
20170118,24,11,13
20170119,25,7,18
20170120,26,14,12
20170123,23,11,12
20170124,24,16,8
20170125,22,9,13
20170126,21,12,9
20170131,23,8,15
20170201,22,14,8
20170202,20,8,12
20170203,24,15,9
20170206,26,9,17
20170207,21,14,7
20170208,21,10,11
20170209,21,10,11
20170210,19,4,15
20170213,26,12,14
20170214,20,14,6
20170215,24,8,16
20170216,23,15,8
20170217,23,12,11
20170220,21,10,11
20170221,24,11,13
20170222,22,12,10
20170223,18,11,7
20170224,20,12,8
20170227,22,8,14
20170228,22,12,10
20170302,20,12,8
20170303,23,9,14
20170306,23,15,8
20170307,21,9,12
20170308,24,8,16
20170309,21,12,9
20170310,19,8,11
20170313,25,14,11
20170314,23,9,14
20170315,23,15,8
20170316,25,7,18
20170317,24,17,7
20170320,22,8,14
20170321,21,9,12
20170322,22,12,10
20170323,15,5,10
20170324,22,13,9
20170327,22,6,16
20170328,23,17,6
20170329,22,8,14
20170330,19,6,13
20170331,21,15,6
20170403,22,7,15
20170404,21,13,8
20170405,20,5,15
20170406,23,12,11
20170407,19,6,13
20170410,21,14,7
20170411,22,13,9
20170412,21,2,19
