date,trade,sell,buy
20170112,24,15,9
20170113,26,12,14
20170116,25,12,13
20170117,26,12,14
20170118,25,10,15
20170119,21,7,14
20170120,25,10,15
20170123,25,9,16
20170124,21,7,14
20170125,23,9,14
20170126,24,15,9
20170131,24,16,8
20170201,25,12,13
20170202,24,10,14
20170203,22,11,11
20170206,26,11,15
20170207,22,9,13
20170208,22,8,14
20170209,24,9,15
20170210,22,6,16
20170213,27,19,8
20170214,24,14,10
20170215,22,10,12
20170216,23,12,11
20170217,22,9,13
20170220,23,7,16
20170221,28,18,10
20170222,26,18,8
20170223,24,10,14
20170224,23,9,14
20170227,20,6,14
20170228,22,12,10
20170302,25,9,16
20170303,25,7,18
20170306,21,10,11
20170307,23,13,10
20170308,24,14,10
20170309,22,10,12
20170310,26,16,10
20170313,26,11,15
20170314,25,17,8
20170315,25,11,14
20170316,24,11,13
20170317,23,11,12
20170320,21,5,16
20170321,22,13,9
20170322,22,9,13
20170323,23,8,15
20170324,21,12,9
20170327,20,6,14
20170328,24,17,7
20170329,25,10,15
20170330,24,14,10
20170331,24,8,16
20170403,26,13,13
20170404,24,15,9
20170405,23,16,7
20170406,21,8,13
20170407,23,13,10
20170410,23,11,12
20170411,23,7,16
20170412,23,16,7
