date,trade,sell,buy
20171025,26,13,13
20171026,28,16,12
20171027,24,13,11
20171030,28,13,15
20171031,24,14,10
20171101,27,8,19
20171102,27,13,14
20171103,24,9,15
20171106,26,14,12
20171107,27,11,16
20171108,28,11,17
20171109,28,15,13
20171110,28,11,17
20171113,25,10,15
20171114,27,10,17
20171115,27,11,16
20171116,26,13,13
20171117,25,12,13
20171120,25,11,14
20171121,29,13,16
20171122,26,13,13
20171123,26,9,17
20171124,25,11,14
20171127,26,12,14
20171128,25,10,15
20171129,20,7,13
20171130,23,6,17
20171201,22,6,16
20171204,23,6,17
20171205,23,9,14
20171206,22,9,13
20171207,21,7,14
20171208,23,5,18
20171211,23,7,16
20171212,23,7,16
20171213,25,15,10
20171214,24,7,17
20171215,25,7,18
20171218,24,8,16
20171219,18,7,11
20171220,24,12,12
20171221,27,10,17
20171222,27,12,15
20171226,28,12,16
20171227,27,18,9
20171228,27,11,16
20180102,26,13,13
20180103,25,12,13
20180104,25,15,10
20180105,28,13,15
20180108,25,11,14
20180109,27,27,0
20180110,12,0,12
20180111,19,3,16
20180112,21,4,17
20180115,19,19,0
20180116,0,0,0
20180117,12,0,12
20180118,18,2,16
20180119,18,5,13
20180122,21,8,13
20180123,23,8,15
