date,trade,sell,buy
20170719,28,13,15
20170720,29,14,15
20170721,29,16,13
20170724,28,14,14
20170725,29,14,15
20170726,29,17,12
20170727,28,10,18
20170728,28,11,17
20170731,27,16,11
20170801,26,17,9
20170802,27,16,11
20170803,26,12,14
20170804,26,10,16
20170807,28,13,15
20170808,28,18,10
20170809,25,11,14
20170810,26,11,15
20170811,26,9,17
20170814,28,14,14
20170816,29,13,16
20170817,28,12,16
20170818,27,14,13
20170821,26,11,15
20170822,30,11,19
20170823,27,12,15
20170824,26,10,16
20170825,29,15,14
20170828,26,16,10
20170829,26,13,13
20170830,26,12,14
20170831,24,10,14
20170901,24,12,12
20170904,24,12,12
20170905,26,10,16
20170906,25,11,14
20170907,24,9,15
20170908,27,8,19
20170911,29,18,11
20170912,26,10,16
20170913,22,10,12
20170914,26,11,15
20170915,27,14,13
20170918,27,10,17
20170919,27,15,12
20170920,25,11,14
20170921,23,5,18
20170922,24,11,13
20170925,26,10,16
20170926,21,9,12
20170927,25,12,13
20170928,28,9,19
20170929,28,11,17
20171010,27,11,16
20171011,25,9,16
20171012,26,13,13
20171013,25,11,14
20171016,25,9,16
20171017,26,8,18
20171018,27,13,14
20171019,27,14,13
20171020,23,11,12
20171023,25,9,16
