date,trade,sell,buy
20191114,21,9,12
20191115,25,9,16
20191118,23,14,9
20191119,24,12,12
20191120,24,10,14
20191121,26,8,18
20191122,26,13,13
20191125,29,13,16
20191126,24,12,12
20191127,26,15,11
20191128,24,11,13
20191129,27,10,17
20191202,26,13,13
20191203,27,11,16
20191204,25,9,16
20191205,27,12,15
20191206,26,10,16
20191209,25,10,15
20191210,23,7,16
20191211,22,10,12
20191212,25,11,14
20191213,25,9,16
20191216,23,13,10
20191217,25,10,15
20191218,27,7,20
20191219,27,14,13
20191220,28,15,13
20191223,25,11,14
20191224,23,14,9
20191226,26,13,13
20191227,22,10,12
20191230,23,11,12
20200102,24,12,12
20200103,23,9,14
20200106,23,9,14
20200107,22,8,14
20200108,21,7,14
20200109,19,7,12
20200110,24,11,13
20200113,24,8,16
20200114,23,8,15
20200115,24,12,12
20200116,20,9,11
20200117,25,9,16
20200120,22,7,15
20200121,24,11,13
20200122,22,12,10
20200123,23,6,17
20200128,24,10,14
20200129,24,9,15
20200130,23,11,12
20200131,26,10,16
20200203,26,7,19
20200204,23,11,12
20200205,23,11,12
20200206,22,8,14
20200207,21,7,14
20200210,23,6,17
20200211,23,12,11
20200212,25,10,15
20200213,22,8,14
20200214,26,12,14
