date,trade,sell,buy
20191114,23,12,11
20191115,24,14,10
20191118,19,8,11
20191119,25,16,9
20191120,25,14,11
20191121,24,10,14
20191122,27,12,15
20191125,24,12,12
20191126,25,15,10
20191127,20,7,13
20191128,25,16,9
20191129,28,17,11
20191202,28,13,15
20191203,24,11,13
20191204,22,12,10
20191205,23,12,11
20191206,20,9,11
20191209,23,11,12
20191210,24,12,12
20191211,25,14,11
20191212,24,10,14
20191213,25,15,10
20191216,28,15,13
20191217,26,15,11
20191218,22,9,13
20191219,25,12,13
20191220,28,13,15
20191223,27,13,14
20191224,27,16,11
20191226,25,11,14
20191227,27,15,12
20191230,27,18,9
20200102,24,12,12
20200103,26,19,7
20200106,26,14,12
20200107,26,15,11
20200108,24,12,12
20200109,29,17,12
20200110,27,14,13
20200113,23,12,11
20200114,25,16,9
20200115,26,15,11
20200116,25,15,10
20200117,26,15,11
20200120,25,11,14
20200121,23,13,10
20200122,22,14,8
20200123,23,11,12
20200128,22,8,14
20200129,26,15,11
20200130,23,14,9
20200131,22,12,10
20200203,22,10,12
20200204,23,11,12
20200205,22,9,13
20200206,23,9,14
20200207,20,12,8
20200210,25,14,11
20200211,23,11,12
20200212,26,15,11
20200213,28,17,11
20200214,22,14,8
