date,trade,sell,buy
20190812,16,5,11
20190813,18,4,14
20190814,19,5,14
20190816,18,4,14
20190819,17,3,14
20190820,20,5,15
20190821,18,4,14
20190822,18,3,15
20190823,18,5,13
20190826,17,3,14
20190827,17,4,13
20190828,17,3,14
20190829,17,5,12
20190830,22,3,19
20190902,17,3,14
20190903,20,5,15
20190904,21,4,17
20190905,18,2,16
20190906,19,1,18
20190909,18,4,14
20190910,20,4,16
20190911,18,2,16
20190916,20,4,16
20190917,17,3,14
20190918,16,1,15
20190919,18,4,14
20190920,18,4,14
20190923,19,4,15
20190924,18,4,14
20190925,18,4,14
20190926,20,3,17
20190927,16,3,13
20190930,18,1,17
20191001,19,6,13
20191002,19,1,18
20191004,15,1,14
20191007,16,4,12
20191008,19,2,17
20191010,15,1,14
20191011,16,4,12
20191014,19,4,15
20191015,17,4,13
20191016,17,1,16
20191017,19,2,17
20191018,16,3,13
20191021,18,1,17
20191022,18,3,15
20191023,16,3,13
20191024,16,2,14
20191025,17,4,13
20191028,18,4,14
20191029,15,2,13
20191030,15,3,12
20191031,18,0,18
20191101,17,3,14
20191104,22,4,18
20191105,18,4,14
20191106,17,3,14
20191107,18,2,16
20191108,17,2,15
20191111,16,2,14
20191112,17,3,14
