date,trade,sell,buy
20190812,23,11,12
20190813,23,11,12
20190814,25,10,15
20190816,25,14,11
20190819,25,11,14
20190820,25,11,14
20190821,24,10,14
20190822,26,12,14
20190823,24,12,12
20190826,26,13,13
20190827,24,11,13
20190828,24,9,15
20190829,24,9,15
20190830,22,9,13
20190902,22,11,11
20190903,22,10,12
20190904,25,11,14
20190905,23,10,13
20190906,24,14,10
20190909,26,14,12
20190910,26,15,11
20190911,24,13,11
20190916,24,13,11
20190917,23,13,10
20190918,22,10,12
20190919,22,10,12
20190920,23,12,11
20190923,24,9,15
20190924,20,9,11
20190925,23,10,13
20190926,22,10,12
20190927,22,10,12
20190930,23,9,14
20191001,20,8,12
20191002,20,8,12
20191004,23,8,15
20191007,26,7,19
20191008,24,7,17
20191010,21,9,12
20191011,24,9,15
20191014,24,14,10
20191015,22,10,12
20191016,21,13,8
20191017,22,6,16
20191018,21,7,14
20191021,21,8,13
20191022,21,8,13
20191023,23,6,17
20191024,23,8,15
20191025,24,8,16
20191028,20,5,15
20191029,22,7,15
20191030,22,7,15
20191031,20,4,16
20191101,20,6,14
20191104,20,9,11
20191105,21,11,10
20191106,21,9,12
20191107,20,10,10
20191108,19,8,11
20191111,21,8,13
20191112,20,6,14
