date,trade,sell,buy
20200218,24,10,14
20200219,23,10,13
20200220,23,9,14
20200221,24,10,14
20200224,22,6,16
20200225,26,8,18
20200226,20,8,12
20200227,25,7,18
20200228,25,8,17
20200302,26,8,18
20200303,24,10,14
20200304,24,9,15
20200305,23,8,15
20200306,27,9,18
20200309,23,6,17
20200310,24,6,18
20200311,24,6,18
20200312,22,7,15
20200313,23,7,16
20200316,22,7,15
20200317,22,5,17
20200318,20,4,16
20200319,20,4,16
20200320,20,4,16
20200323,20,4,16
20200324,20,4,16
20200325,20,4,16
20200326,18,5,13
20200327,20,4,16
20200330,21,3,18
20200331,20,3,17
20200401,19,3,16
20200402,21,4,17
20200403,22,4,18
20200406,21,5,16
20200407,21,6,15
20200408,20,7,13
20200409,19,8,11
20200410,18,6,12
20200413,19,8,11
20200414,18,7,11
20200416,19,9,10
20200417,20,8,12
20200420,22,6,16
20200421,22,7,15
20200422,21,8,13
20200423,22,9,13
20200424,21,8,13
20200427,19,7,12
20200428,21,8,13
20200429,21,8,13
20200504,20,6,14
20200506,20,7,13
20200507,21,7,14
20200508,20,4,16
20200511,20,6,14
20200512,22,9,13
20200513,22,9,13
20200514,21,8,13
20200515,20,8,12
20200518,21,8,13
20200519,20,8,12
