date,trade,sell,buy
20161014,23,9,14
20161017,23,8,15
20161018,24,6,18
20161019,24,9,15
20161020,21,9,12
20161021,23,9,14
20161024,22,11,11
20161025,21,10,11
20161026,21,9,12
20161027,21,9,12
20161028,22,9,13
20161031,23,8,15
20161101,23,9,14
20161102,21,7,14
20161103,20,9,11
20161104,20,7,13
20161107,19,6,13
20161108,20,7,13
20161109,20,7,13
20161110,20,7,13
20161111,19,7,12
20161114,20,7,13
20161115,18,6,12
20161116,18,6,12
20161117,19,8,11
20161118,20,6,14
20161121,21,5,16
20161122,20,6,14
20161123,20,6,14
20161124,21,9,12
20161125,20,9,11
20161128,21,9,12
20161129,20,7,13
20161130,20,9,11
20161201,17,4,13
20161202,20,6,14
20161205,18,6,12
20161206,20,8,12
20161207,20,10,10
20161208,20,8,12
20161209,21,9,12
20161212,20,7,13
20161213,21,6,15
20161214,20,7,13
20161215,21,8,13
20161216,20,8,12
20161219,21,9,12
20161220,22,11,11
20161221,22,10,12
20161222,21,11,10
20161223,21,8,13
20161226,21,8,13
20161227,21,10,11
20161228,22,10,12
20161229,22,11,11
20170102,20,9,11
20170103,19,8,11
20170104,18,9,9
20170105,17,9,8
20170106,19,10,9
20170109,22,10,12
20170110,22,9,13
