date,trade,sell,buy
20180125,24,10,14
20180126,26,11,15
20180129,24,9,15
20180130,25,10,15
20180131,24,10,14
20180201,18,7,11
20180202,16,3,13
20180205,17,4,13
20180206,18,8,10
20180207,18,8,10
20180208,19,9,10
20180209,16,6,10
20180212,16,5,11
20180213,18,9,9
20180214,17,6,11
20180219,18,8,10
20180220,19,9,10
20180221,18,6,12
20180222,16,4,12
20180223,17,3,14
20180226,19,6,13
20180227,17,9,8
20180228,17,6,11
20180302,15,4,11
20180305,16,6,10
20180306,14,4,10
20180307,15,2,13
20180308,17,2,15
20180309,15,2,13
20180312,16,4,12
20180313,16,4,12
20180314,16,4,12
20180315,16,3,13
20180316,16,2,14
20180319,17,2,15
20180320,15,3,12
20180321,16,2,14
20180322,17,4,13
20180323,17,2,15
20180326,19,7,12
20180327,18,7,11
20180328,17,5,12
20180329,19,7,12
20180330,19,5,14
20180402,20,4,16
20180403,19,4,15
20180404,19,4,15
20180405,22,7,15
20180406,20,5,15
20180409,21,4,17
20180410,22,7,15
20180411,24,10,14
20180412,18,4,14
20180413,20,6,14
20180416,20,5,15
20180417,19,6,13
20180418,17,4,13
20180419,19,8,11
20180420,20,8,12
20180423,19,7,12
20180424,19,6,13
20180425,18,5,13
