date,trade,sell,buy
20190514,26,13,13
20190515,24,12,12
20190516,24,13,11
20190517,27,14,13
20190520,26,12,14
20190521,27,14,13
20190522,25,13,12
20190523,25,11,14
20190524,24,12,12
20190527,23,12,11
20190528,23,10,13
20190529,25,11,14
20190530,23,13,10
20190531,24,12,12
20190603,25,12,13
20190604,25,13,12
20190605,25,12,13
20190607,26,10,16
20190610,20,8,12
20190611,24,13,11
20190612,21,8,13
20190613,23,14,9
20190614,24,14,10
20190617,24,12,12
20190618,25,15,10
20190619,26,12,14
20190620,24,9,15
20190621,24,10,14
20190624,25,10,15
20190625,22,11,11
20190626,26,13,13
20190627,26,15,11
20190628,26,12,14
20190701,26,18,8
20190702,23,13,10
20190703,29,11,18
20190704,25,10,15
20190705,25,13,12
20190708,24,12,12
20190709,22,13,9
20190710,27,15,12
20190711,26,13,13
20190712,29,13,16
20190715,28,15,13
20190716,24,13,11
20190717,24,9,15
20190718,23,9,14
20190719,25,11,14
20190722,24,18,6
20190723,26,15,11
20190724,25,14,11
20190725,27,13,14
20190726,28,15,13
20190729,28,14,14
20190730,25,13,12
20190731,25,13,12
20190801,24,12,12
20190802,26,14,12
20190805,26,12,14
20190806,26,13,13
20190807,23,9,14
20190808,24,11,13
